"# The PX4_Firmware is root"

Requirement ID,Requirement Specification,Rule,Parent Feature,Children Features,Source of Requirement
"PX4-drivers-40","The PX4_Drivers may select DRIVERS_TAP_ESC","R3","PX4_Drivers","DRIVERS_TAP_ESC",""
"PX4-drivers-41","The PX4_Drivers may select DRIVERS_TATTU_CAN","R3","PX4_Drivers","DRIVERS_TATTU_CAN",""
"PX4-drivers-42","The PX4_Drivers may select Telemetry","R3","PX4_Drivers","Telemetry",""
"PX4-drivers-42.1","The Telemetry may select COMMON_TELEMETRY","R3","Telemetry","COMMON_TELEMETRY",""
"PX4-drivers-42.2","The Telemetry may select DRIVERS_TELEMETRY_BST","R3","Telemetry","DRIVERS_TELEMETRY_BST",""
"PX4-drivers-42.3","The Telemetry may select DRIVERS_TELEMETRY_FRSKY_TELEMETRY","R3","Telemetry","DRIVERS_TELEMETRY_FRSKY_TELEMETRY",""
"PX4-drivers-42.4","The Telemetry may select DRIVERS_TELEMETRY_HOTT","R3","Telemetry","DRIVERS_TELEMETRY_HOTT",""
"PX4-drivers-42.5","The Telemetry may select DRIVERS_TELEMETRY_IRIDIUMSBD","R3","Telemetry","DRIVERS_TELEMETRY_IRIDIUMSBD",""
"PX4-drivers-43","The PX4_Drivers may select DRIVERS_TEST_PPM","R3","PX4_Drivers","DRIVERS_TEST_PPM",""
"PX4-drivers-44","The PX4_Drivers may select DRIVERS_TONE_ALARM","R3","PX4_Drivers","DRIVERS_TONE_ALARM",""
"PX4-drivers-45","The PX4_Drivers may select Transponder_Driver","R3","PX4_Drivers","Transponder_Driver",""
"PX4-drivers-45.1","The Transponder_Driver may select TRANSPONDER","R3","Transponder_Driver","TRANSPONDER",""
"PX4-drivers-45.2","The Transponder_Driver may select DRIVERS_TRANSPONDER_SAGETECH_MXS","R3","Transponder_Driver","DRIVERS_TRANSPONDER_SAGETECH_MXS",""
"PX4-drivers-46","The PX4_Drivers may select DRIVERS_UAVCAN","R3","PX4_Drivers","DRIVERS_UAVCAN",""
"PX4-drivers-46.1","The DRIVERS_UAVCAN may select UAVCAN_ARMING_CONTROLLER","R3","DRIVERS_UAVCAN","UAVCAN_ARMING_CONTROLLER",""
"PX4-drivers-46.2","The DRIVERS_UAVCAN may select UAVCAN_BEEP_CONTROLLER","R3","DRIVERS_UAVCAN","UAVCAN_BEEP_CONTROLLER",""
"PX4-drivers-46.3","The DRIVERS_UAVCAN may select UAVCAN_OUTPUTS_CONTROLLER","R3","DRIVERS_UAVCAN","UAVCAN_OUTPUTS_CONTROLLER",""
"PX4-drivers-46.4","The DRIVERS_UAVCAN may select UAVCAN_HARDPOINT_CONTROLLER","R3","DRIVERS_UAVCAN","UAVCAN_HARDPOINT_CONTROLLER",""
"PX4-drivers-46.5","The DRIVERS_UAVCAN may select UAVCAN_SAFETY_STATE_CONTROLLER","R3","DRIVERS_UAVCAN","UAVCAN_SAFETY_STATE_CONTROLLER",""
"PX4-drivers-46.6","The DRIVERS_UAVCAN may select UAVCAN_RGB_CONTROLLER","R3","DRIVERS_UAVCAN","UAVCAN_RGB_CONTROLLER",""
"PX4-drivers-46.7","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_ACCEL","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_ACCEL",""
"PX4-drivers-46.8","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_AIRSPEED","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_AIRSPEED",""
"PX4-drivers-46.9","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_BARO","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_BARO",""
"PX4-drivers-46.10","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_BATTERY","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_BATTERY",""
"PX4-drivers-46.11","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_DIFFERENTIAL_PRESSURE","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_DIFFERENTIAL_PRESSURE",""
"PX4-drivers-46.12","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_FLOW","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_FLOW",""
"PX4-drivers-46.13","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_GNSS","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_GNSS",""
"PX4-drivers-46.14","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_HYGROMETER","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_HYGROMETER",""
"PX4-drivers-46.15","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_ICE_STATUS","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_ICE_STATUS",""
"PX4-drivers-46.16","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_MAG","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_MAG",""
"PX4-drivers-46.17","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_RANGEFINDER","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_RANGEFINDER",""
"PX4-drivers-46.18","The DRIVERS_UAVCAN may select UAVCAN_SENSOR_SAFETY_BUTTON","R3","DRIVERS_UAVCAN","UAVCAN_SENSOR_SAFETY_BUTTON",""
"PX4-drivers-46.19","The DRIVERS_UAVCAN may set BOARD_UAVCAN_PERIPHERALS_setting","R3","DRIVERS_UAVCAN","BOARD_UAVCAN_PERIPHERALS_setting",""
"PX4-drivers-46.19.1","The BOARD_UAVCAN_PERIPHERALS_setting shall set one and only one of BOARD_UAVCAN_PERIPHERALS_eq_None or BOARD_UAVCAN_PERIPHERALS_eq_cuav_can-gps-v1_default","R4","BOARD_UAVCAN_PERIPHERALS_setting","BOARD_UAVCAN_PERIPHERALS_eq_None, BOARD_UAVCAN_PERIPHERALS_eq_cuav_can-gps-v1_default",""
"PX4-drivers-46.20","The DRIVERS_UAVCAN may set BOARD_UAVCAN_TIMER_OVERRIDE_setting","R3","DRIVERS_UAVCAN","BOARD_UAVCAN_TIMER_OVERRIDE_setting",""
"PX4-drivers-46.20.1","The BOARD_UAVCAN_TIMER_OVERRIDE_setting shall set one and only one of BOARD_UAVCAN_TIMER_OVERRIDE_eq_0, BOARD_UAVCAN_TIMER_OVERRIDE_eq_2 or BOARD_UAVCAN_TIMER_OVERRIDE_eq_6","R4","BOARD_UAVCAN_TIMER_OVERRIDE_setting","BOARD_UAVCAN_TIMER_OVERRIDE_eq_0, BOARD_UAVCAN_TIMER_OVERRIDE_eq_2, BOARD_UAVCAN_TIMER_OVERRIDE_eq_6",""
"PX4-drivers-47","The PX4_Drivers may set BOARD_UAVCAN_INTERFACES_setting","R3","PX4_Drivers","BOARD_UAVCAN_INTERFACES_setting",""
"PX4-drivers-47.1","The BOARD_UAVCAN_INTERFACES_setting shall set one and only one of BOARD_UAVCAN_INTERFACES_eq_0, BOARD_UAVCAN_INTERFACES_eq_1 or BOARD_UAVCAN_INTERFACES_eq_2","R4","BOARD_UAVCAN_INTERFACES_setting","BOARD_UAVCAN_INTERFACES_eq_0, BOARD_UAVCAN_INTERFACES_eq_1, BOARD_UAVCAN_INTERFACES_eq_2",""
"PX4-drivers-50","The PX4_Drivers may select DRIVERS_UAVCANNODE","R3","PX4_Drivers","DRIVERS_UAVCANNODE",""
"PX4-drivers-50.1","The DRIVERS_UAVCANNODE may select UAVCANNODE_ARMING_STATUS","R3","DRIVERS_UAVCANNODE","UAVCANNODE_ARMING_STATUS",""
"PX4-drivers-50.2","The DRIVERS_UAVCANNODE may select UAVCANNODE_BATTERY_INFO","R3","DRIVERS_UAVCANNODE","UAVCANNODE_BATTERY_INFO",""
"PX4-drivers-50.3","The DRIVERS_UAVCANNODE may select UAVCANNODE_BEEP_COMMAND","R3","DRIVERS_UAVCANNODE","UAVCANNODE_BEEP_COMMAND",""
"PX4-drivers-50.4","The DRIVERS_UAVCANNODE may select UAVCANNODE_ESC_RAW_COMMAND","R3","DRIVERS_UAVCANNODE","UAVCANNODE_ESC_RAW_COMMAND",""
"PX4-drivers-50.5","The DRIVERS_UAVCANNODE may select UAVCANNODE_ESC_STATUS","R3","DRIVERS_UAVCANNODE","UAVCANNODE_ESC_STATUS",""
"PX4-drivers-50.6","The DRIVERS_UAVCANNODE may select UAVCANNODE_FLOW_MEASUREMENT","R3","DRIVERS_UAVCANNODE","UAVCANNODE_FLOW_MEASUREMENT",""
"PX4-drivers-50.7","The DRIVERS_UAVCANNODE may select UAVCANNODE_GNSS_FIX","R3","DRIVERS_UAVCANNODE","UAVCANNODE_GNSS_FIX",""
"PX4-drivers-50.8","The DRIVERS_UAVCANNODE may select UAVCANNODE_HYGROMETER_MEASUREMENT","R3","DRIVERS_UAVCANNODE","UAVCANNODE_HYGROMETER_MEASUREMENT",""
"PX4-drivers-50.9","The DRIVERS_UAVCANNODE may select UAVCANNODE_LIGHTS_COMMAND","R3","DRIVERS_UAVCANNODE","UAVCANNODE_LIGHTS_COMMAND",""
"PX4-drivers-50.10","The DRIVERS_UAVCANNODE may select UAVCANNODE_MAGNETIC_FIELD_STRENGTH","R3","DRIVERS_UAVCANNODE","UAVCANNODE_MAGNETIC_FIELD_STRENGTH",""
"PX4-drivers-50.11","The DRIVERS_UAVCANNODE may select UAVCANNODE_RANGE_SENSOR_MEASUREMENT","R3","DRIVERS_UAVCANNODE","UAVCANNODE_RANGE_SENSOR_MEASUREMENT",""
"PX4-drivers-50.12","The DRIVERS_UAVCANNODE may select UAVCANNODE_RAW_AIR_DATA","R3","DRIVERS_UAVCANNODE","UAVCANNODE_RAW_AIR_DATA",""
"PX4-drivers-50.13","The DRIVERS_UAVCANNODE may select UAVCANNODE_RTK_DATA","R3","DRIVERS_UAVCANNODE","UAVCANNODE_RTK_DATA",""
"PX4-drivers-50.14","The DRIVERS_UAVCANNODE may select UAVCANNODE_SAFETY_BUTTON","R3","DRIVERS_UAVCANNODE","UAVCANNODE_SAFETY_BUTTON",""
"PX4-drivers-50.15","The DRIVERS_UAVCANNODE may select UAVCANNODE_SERVO_ARRAY_COMMAND","R3","DRIVERS_UAVCANNODE","UAVCANNODE_SERVO_ARRAY_COMMAND",""
"PX4-drivers-50.16","The DRIVERS_UAVCANNODE may select UAVCANNODE_STATIC_PRESSURE","R3","DRIVERS_UAVCANNODE","UAVCANNODE_STATIC_PRESSURE",""
"PX4-drivers-50.17","The DRIVERS_UAVCANNODE may select UAVCANNODE_STATIC_TEMPERATURE","R3","DRIVERS_UAVCANNODE","UAVCANNODE_STATIC_TEMPERATURE",""
"PX4-drivers-51","The PX4_Drivers may select UWB","R3","PX4_Drivers","UWB",""
"PX4-drivers-51.1","The UWB may select COMMON_UWB","R3","UWB","COMMON_UWB",""
"PX4-drivers-51.2","The UWB may select DRIVERS_UWB_UWB_SR150","R3","UWB","DRIVERS_UWB_UWB_SR150",""
"PX4-drivers-52","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_BMP280","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_BMP280",""
"PX4-drivers-52.1","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_BMP388","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_BMP388",""
"PX4-drivers-52.2","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_DPS310","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_DPS310",""
"PX4-drivers-52.3","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_LPS22HB","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_LPS22HB",""
"PX4-drivers-52.4","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_LPS33HW","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_LPS33HW",""
"PX4-drivers-52.5","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_MS5611","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_MS5611",""
"PX4-drivers-52.6","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_MAIERTEK_MPC2520","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_MAIERTEK_MPC2520",""
"PX4-drivers-52.7","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_GOERTEK_SPL06","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_GOERTEK_SPL06",""
"PX4-drivers-52.8","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_INVENSENSE_ICP101XX","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_INVENSENSE_ICP101XX",""
"PX4-drivers-52.9","The COMMON_BAROMETERS requires DRIVERS_BAROMETER_INVENSENSE_ICP201XX","R7","COMMON_BAROMETERS","DRIVERS_BAROMETER_INVENSENSE_ICP201XX",""
"PX4-drivers-53","The CYPHAL_APP_DESCRIPTOR requires DRIVERS_BOOTLOADERS","R7","CYPHAL_APP_DESCRIPTOR","DRIVERS_BOOTLOADERS",""
"PX4-drivers-54","The COMMON_DIFFERENTIAL_PRESSURE requires DRIVERS_DIFFERENTIAL_PRESSURE_MS4525DO","R7","COMMON_DIFFERENTIAL_PRESSURE","DRIVERS_DIFFERENTIAL_PRESSURE_MS4525DO",""
"PX4-drivers-54.1","The COMMON_DIFFERENTIAL_PRESSURE requires DRIVERS_DIFFERENTIAL_PRESSURE_MS5525DSO","R7","COMMON_DIFFERENTIAL_PRESSURE","DRIVERS_DIFFERENTIAL_PRESSURE_MS5525DSO",""
"PX4-drivers-54.2","The COMMON_DIFFERENTIAL_PRESSURE requires DRIVERS_DIFFERENTIAL_PRESSURE_SDP3X","R7","COMMON_DIFFERENTIAL_PRESSURE","DRIVERS_DIFFERENTIAL_PRESSURE_SDP3X",""
"PX4-drivers-55","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_CM8JL65","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_CM8JL65",""
"PX4-drivers-55.1","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_GY_US42","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_GY_US42",""
"PX4-drivers-55.2","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_LEDDAR_ONE","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_LEDDAR_ONE",""
"PX4-drivers-55.3","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_LIGHTWARE_LASER_I2C","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_LIGHTWARE_LASER_I2C",""
"PX4-drivers-55.4","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_LIGHTWARE_LASER_SERIAL","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_LIGHTWARE_LASER_SERIAL",""
"PX4-drivers-55.5","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_LL40LS","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_LL40LS",""
"PX4-drivers-55.6","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_MB12XX","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_MB12XX",""
"PX4-drivers-55.7","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_PGA460","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_PGA460",""
"PX4-drivers-55.8","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_SRF02","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_SRF02",""
"PX4-drivers-55.9","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_TERARANGER","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_TERARANGER",""
"PX4-drivers-55.10","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_TF02PRO","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_TF02PRO",""
"PX4-drivers-55.11","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_TFMINI","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_TFMINI",""
"PX4-drivers-55.12","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_ULANDING_RADAR","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_ULANDING_RADAR",""
"PX4-drivers-55.13","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_VL53L0X","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_VL53L0X",""
"PX4-drivers-55.14","The COMMON_DISTANCE_SENSOR requires DRIVERS_DISTANCE_SENSOR_VL53L1X","R7","COMMON_DISTANCE_SENSOR","DRIVERS_DISTANCE_SENSOR_VL53L1X",""
"PX4-drivers-56","The COMMON_GPIO requires DRIVERS_GPIO_MCP23009","R7","COMMON_GPIO","DRIVERS_GPIO_MCP23009",""
"PX4-drivers-57","The USER_GPS requires BOARD_PROTECTED","R7","USER_GPS","BOARD_PROTECTED",""
"PX4-drivers-58","The COMMON_HYGROMETERS requires DRIVERS_HYGROMETER_SHT3x","R7","COMMON_HYGROMETERS","DRIVERS_HYGROMETER_SHT3x",""
"PX4-drivers-59","The COMMON_IMU requires DRIVERS_IMU_ANALOG_DEVICES_ADIS16448","R7","COMMON_IMU","DRIVERS_IMU_ANALOG_DEVICES_ADIS16448",""
"PX4-drivers-59.1","The COMMON_IMU requires DRIVERS_IMU_ANALOG_DEVICES_ADIS16470","R7","COMMON_IMU","DRIVERS_IMU_ANALOG_DEVICES_ADIS16470",""
"PX4-drivers-59.2","The COMMON_IMU requires DRIVERS_IMU_ANALOG_DEVICES_ADIS16477","R7","COMMON_IMU","DRIVERS_IMU_ANALOG_DEVICES_ADIS16477",""
"PX4-drivers-59.3","The COMMON_IMU requires DRIVERS_IMU_ANALOG_DEVICES_ADIS16497","R7","COMMON_IMU","DRIVERS_IMU_ANALOG_DEVICES_ADIS16497",""
"PX4-drivers-59.4","The COMMON_IMU requires DRIVERS_IMU_BOSCH_BMI055","R7","COMMON_IMU","DRIVERS_IMU_BOSCH_BMI055",""
"PX4-drivers-59.5","The COMMON_IMU requires DRIVERS_IMU_BOSCH_BMI088","R7","COMMON_IMU","DRIVERS_IMU_BOSCH_BMI088",""
"PX4-drivers-59.6","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_ICM20602","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_ICM20602",""
"PX4-drivers-59.7","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_ICM20608G","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_ICM20608G",""
"PX4-drivers-59.8","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_ICM20649","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_ICM20649",""
"PX4-drivers-59.9","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_ICM20689","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_ICM20689",""
"PX4-drivers-59.10","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_ICM40609D","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_ICM40609D",""
"PX4-drivers-59.11","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_ICM42605","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_ICM42605",""
"PX4-drivers-59.12","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_ICM42688P","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_ICM42688P",""
"PX4-drivers-59.13","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_MPU6000","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_MPU6000",""
"PX4-drivers-59.14","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_MPU6500","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_MPU6500",""
"PX4-drivers-59.15","The COMMON_IMU requires DRIVERS_IMU_INVENSENSE_MPU9250","R7","COMMON_IMU","DRIVERS_IMU_INVENSENSE_MPU9250",""
"PX4-drivers-59.16","The COMMON_IMU requires DRIVERS_IMU_NXP_FXAS21002C","R7","COMMON_IMU","DRIVERS_IMU_NXP_FXAS21002C",""
"PX4-drivers-59.17","The COMMON_IMU requires DRIVERS_IMU_NXP_FXOS8701CQ","R7","COMMON_IMU","DRIVERS_IMU_NXP_FXOS8701CQ",""
"PX4-drivers-59.18","The COMMON_IMU requires DRIVERS_IMU_ST_L3GD20","R7","COMMON_IMU","DRIVERS_IMU_ST_L3GD20",""
"PX4-drivers-59.19","The COMMON_IMU requires DRIVERS_IMU_ST_LSM303D","R7","COMMON_IMU","DRIVERS_IMU_ST_LSM303D",""
"PX4-drivers-59.20","The COMMON_IMU requires DRIVERS_IMU_ST_LSM9DS1","R7","COMMON_IMU","DRIVERS_IMU_ST_LSM9DS1",""
"PX4-drivers-60","The COMMON_INS requires DRIVERS_INS_VECTORNAV","R7","COMMON_INS","DRIVERS_INS_VECTORNAV",""
"PX4-drivers-61","The COMMON_LIGHT requires DRIVERS_LIGHTS_RGBLED","R7","COMMON_LIGHT","DRIVERS_LIGHTS_RGBLED",""
"PX4-drivers-61.1","The COMMON_LIGHT requires DRIVERS_LIGHTS_RGBLED_IS31FL3195","R7","COMMON_LIGHT","DRIVERS_LIGHTS_RGBLED_IS31FL3195",""
"PX4-drivers-61.2","The COMMON_LIGHT requires DRIVERS_LIGHTS_RGBLED_LP5562","R7","COMMON_LIGHT","DRIVERS_LIGHTS_RGBLED_LP5562",""
"PX4-drivers-61.3","The COMMON_LIGHT requires DRIVERS_LIGHTS_RGBLED_NCP5623C","R7","COMMON_LIGHT","DRIVERS_LIGHTS_RGBLED_NCP5623C",""
"PX4-drivers-62","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_AKM_AK09916","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_AKM_AK09916",""
"PX4-drivers-62.1","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_AKM_AK8963","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_AKM_AK8963",""
"PX4-drivers-62.2","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_BOSCH_BMM150","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_BOSCH_BMM150",""
"PX4-drivers-62.3","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_HMC5883","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_HMC5883",""
"PX4-drivers-62.4","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_ISENTEK_IST8308","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_ISENTEK_IST8308",""
"PX4-drivers-62.5","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_ISENTEK_IST8310","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_ISENTEK_IST8310",""
"PX4-drivers-62.6","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_LIS2MDL","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_LIS2MDL",""
"PX4-drivers-62.7","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_LIS3MDL","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_LIS3MDL",""
"PX4-drivers-62.8","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_LSM303AGR","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_LSM303AGR",""
"PX4-drivers-62.9","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_QMC5883L","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_QMC5883L",""
"PX4-drivers-62.10","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_RM3100","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_RM3100",""
"PX4-drivers-62.11","The COMMON_MAGNETOMETER requires DRIVERS_MAGNETOMETER_VTRANTECH_VCM1193L","R7","COMMON_MAGNETOMETER","DRIVERS_MAGNETOMETER_VTRANTECH_VCM1193L",""
"PX4-drivers-63","The COMMON_OPTICAL_FLOW requires DRIVERS_OPTICAL_FLOW_PAA3905","R7","COMMON_OPTICAL_FLOW","DRIVERS_OPTICAL_FLOW_PAA3905",""
"PX4-drivers-63.1","The COMMON_OPTICAL_FLOW requires DRIVERS_OPTICAL_FLOW_PAW3902","R7","COMMON_OPTICAL_FLOW","DRIVERS_OPTICAL_FLOW_PAW3902",""
"PX4-drivers-63.2","The COMMON_OPTICAL_FLOW requires DRIVERS_OPTICAL_FLOW_PMW3901","R7","COMMON_OPTICAL_FLOW","DRIVERS_OPTICAL_FLOW_PMW3901",""
"PX4-drivers-63.3","The COMMON_OPTICAL_FLOW requires DRIVERS_OPTICAL_FLOW_PX4FLOW","R7","COMMON_OPTICAL_FLOW","DRIVERS_OPTICAL_FLOW_PX4FLOW",""
"PX4-drivers-63.4","The COMMON_OPTICAL_FLOW requires DRIVERS_OPTICAL_FLOW_THONEFLOW","R7","COMMON_OPTICAL_FLOW","DRIVERS_OPTICAL_FLOW_THONEFLOW",""
"PX4-drivers-64","The COMMON_OSD requires DRIVERS_OSD_ATXXXX","R7","COMMON_OSD","DRIVERS_OSD_ATXXXX",""
"PX4-drivers-64.1","The COMMON_OSD requires DRIVERS_OSD_MSP_OSD","R7","COMMON_OSD","DRIVERS_OSD_MSP_OSD",""
"PX4-drivers-64.1.1","The USER_MSP_OSD requires BOARD_PROTECTED","R7","USER_MSP_OSD","BOARD_PROTECTED",""
"PX4-drivers-65","The DRIVERS_QSHELL_POSIX requires PLATFORM_POSIX","R7","DRIVERS_QSHELL_POSIX","PLATFORM_POSIX",""
"PX4-drivers-65.1","The DRIVERS_QSHELL_QURT requires PLATFORM_QURT","R7","DRIVERS_QSHELL_QURT","PLATFORM_QURT",""
"PX4-drivers-66","The COMMON_RC requires DRIVERS_RC_CRSF_RC","R7","COMMON_RC","DRIVERS_RC_CRSF_RC",""
"PX4-drivers-67","The COMMON_RPM requires DRIVERS_RPM_PCF8583","R7","COMMON_RPM","DRIVERS_RPM_PCF8583",""
"PX4-drivers-67.1","The COMMON_RPM requires DRIVERS_RPM_RPM_SIMULATOR","R7","COMMON_RPM","DRIVERS_RPM_RPM_SIMULATOR",""
"PX4-drivers-68","The COMMON_TELEMETRY requires DRIVERS_TELEMETRY_BST","R7","COMMON_TELEMETRY","DRIVERS_TELEMETRY_BST",""
"PX4-drivers-68.1","The COMMON_TELEMETRY requires DRIVERS_TELEMETRY_FRSKY_TELEMETRY","R7","COMMON_TELEMETRY","DRIVERS_TELEMETRY_FRSKY_TELEMETRY",""
"PX4-drivers-68.2","The COMMON_TELEMETRY requires DRIVERS_TELEMETRY_HOTT","R7","COMMON_TELEMETRY","DRIVERS_TELEMETRY_HOTT",""
"PX4-drivers-69","The TRANSPONDER requires DRIVERS_TRANSPONDER_SAGETECH_MXS","R7","TRANSPONDER","DRIVERS_TRANSPONDER_SAGETECH_MXS",""
"PX4-drivers-70","The COMMON_UWB requires DRIVERS_UWB_UWB_SR150","R7","COMMON_UWB","DRIVERS_UWB_UWB_SR150",""
"PX4-modules-1","The PX4_Modules may select MODULES_AIRSHIP_ATT_CONTROL","R3","PX4_Modules","MODULES_AIRSHIP_ATT_CONTROL",""
